iter	RMSE
477	0.2925600792
478	0.2925132316
479	0.2924868505
480	0.2924667933
481	0.2924338078
482	0.2923616434
483	0.2923417302
484	0.292308489
485	0.2922774426
486	0.2922184112
487	0.2921844835
488	0.2921436723
489	0.2920964429
490	0.292068275
491	0.2920414494
492	0.2919982553
493	0.291926672
494	0.2919088392
495	0.2918545112
496	0.2918165785
497	0.2917916736
498	0.2917565781
499	0.2917045267
500	0.2916688691
501	0.2916354297
502	0.2915695051
503	0.2915084938
504	0.2914622724
505	0.2914237536
506	0.2913895095
507	0.2913511023
508	0.2913142667
509	0.2912525157
510	0.2912392507
511	0.2911994623
512	0.2911719808
513	0.2911269647
514	0.2910833843
515	0.2910387766
516	0.2910120567
517	0.2909844314
518	0.2909499689
519	0.2909239581
520	0.2909028779
521	0.2908282735
522	0.2907644786
523	0.2907100061
524	0.2906930026
525	0.2906377239
526	0.2905977426
527	0.290576942
528	0.2905450978
529	0.2905147163
530	0.2904839386
531	0.2904598096
532	0.2904233175
533	0.2903955489
534	0.2903702838
535	0.2903331788
536	0.2902992999
537	0.2902824675
538	0.2902375149
539	0.2901886422
540	0.2901647946
541	0.2901333671
542	0.2900892563
543	0.2900615005
544	0.2900388612
545	0.2899756928
546	0.2899543726
547	0.289932786
548	0.2898882109
549	0.2898378302
550	0.2898126033
551	0.289782756
552	0.2897441736
553	0.2896943501
554	0.289649725
555	0.2896193482
556	0.2895657968
557	0.2895293103
558	0.2894858465
559	0.2894532643
560	0.2894273568
561	0.2893844849
562	0.2893414362
563	0.2892955907
564	0.2892478199
565	0.2892358815
566	0.289188756
567	0.2891402688
568	0.2891073053
569	0.2890610722
570	0.2890112342
571	0.2889617095
572	0.2889323875
573	0.288914295
574	0.2888684585
575	0.288826209
576	0.2887926059
577	0.288752305
578	0.2887083327
579	0.2886726664
580	0.2886301559
581	0.2886126863
582	0.2885843763
583	0.2885733297
584	0.2885248367
585	0.2884954282
586	0.2884453685
587	0.2884120443
588	0.2883683686
589	0.2883395186
590	0.2882908182
591	0.2882527201
592	0.2881911675
593	0.2881617013
594	0.2881187964
595	0.2880861789
596	0.2880511456
597	0.28802427
598	0.2879856075
599	0.2879501889
600	0.287899808
601	0.2878778007
602	0.2878443358
603	0.2878208003
604	0.2878067668
605	0.2877642682
606	0.2877119048
607	0.2876654816
608	0.2876089825
609	0.2875802273
610	0.2875569955
611	0.287545543
612	0.2874971632
613	0.2874570457
614	0.2874125871
615	0.2873834107
616	0.2873317803
617	0.2872791375
618	0.2872561397
619	0.2872209649
620	0.287192832
621	0.287180755
622	0.2871608124
623	0.2871316642
624	0.28711495
625	0.2870627141
626	0.2870419515
627	0.2869986467
628	0.2869560201
629	0.2869142191
630	0.2868683944
631	0.2868195369
632	0.2867958059
633	0.286779926
634	0.2867432748
635	0.2867142955
636	0.2866915991
637	0.2866485834
638	0.2866181586
639	0.286588163
640	0.2865447926
641	0.2864948938
642	0.2864746843
643	0.2864369047
644	0.2864174659
645	0.2863781559
646	0.2863345431
647	0.2862936556
648	0.2862353509
649	0.2861986954
650	0.2861585877
651	0.2861356626
652	0.28609195
653	0.2860551354
654	0.2859980352
655	0.2859707351
656	0.2859406556
657	0.2859193584
658	0.2859063536
659	0.2858674647
660	0.2858332371
661	0.2858117217
662	0.2857979843
663	0.2857687019
664	0.2857220993
665	0.2856976854
666	0.2856811581
667	0.2856407822
668	0.2856020165
669	0.2855499399
670	0.2855289954
671	0.2855211489
672	0.2854828946
673	0.2854470615
674	0.285434662
675	0.2854026168
676	0.2853700318
677	0.2853440735
678	0.2852867138
679	0.2852335287
680	0.2852178343
681	0.2851887992
682	0.2851412006
683	0.2850991868
684	0.2850663148
685	0.2850214928
686	0.2849642524
687	0.2849114974
688	0.2848636315
689	0.2848466836
690	0.2848099945
691	0.2847812596
692	0.2847379246
693	0.2846948837
694	0.2846667328
695	0.2846497813
696	0.284602502
697	0.2845833263
698	0.2845352073
699	0.2845245392
700	0.2844761083
701	0.2844423305
702	0.2843975169
703	0.2843833373
704	0.2843594923
705	0.2843319342
706	0.2843178419
707	0.284292018
708	0.2842520817
709	0.2842367565
710	0.2841947374
711	0.2841588822
712	0.284142141
713	0.2841151638
714	0.2840604155
715	0.2840413211
716	0.2840162264
717	0.2839894629
718	0.2839598707
719	0.2839108119
720	0.2838832258
721	0.2838539884
722	0.2838220832
723	0.283786372
724	0.2837514045
725	0.2837430462
726	0.2837307778
727	0.2837074307
728	0.2836856007
729	0.2836371894
730	0.2835952599
731	0.2835638907
732	0.283545954
733	0.2835238648
734	0.2834864738
735	0.2834456191
736	0.2834106377
737	0.2833871936
738	0.2833697479
739	0.2833557104
740	0.2833202029
741	0.2832703881
742	0.2832427971
743	0.2832243671
744	0.2831781506
745	0.2831523379
746	0.2831320003
747	0.2830929947
748	0.2830663555
749	0.2830458993
750	0.2830182953
751	0.2830048598
752	0.2829962461
753	0.2829584558
754	0.2829235789
755	0.2828749165
756	0.2828502302
757	0.2828338419
758	0.2828132268
759	0.2828037258
760	0.282780232
761	0.2827461686
762	0.2827047869
763	0.2826708032
764	0.2826223778
765	0.282567657
766	0.2825560744
767	0.2825299992
768	0.2824788625
769	0.282453193
770	0.2824164426
771	0.2823666305
772	0.2823325619
773	0.2822953018
774	0.2822861009
775	0.2822525394
776	0.2822385118
777	0.2821949619
778	0.2821543077
779	0.2821230293
780	0.2820880236
781	0.2820567309
782	0.2820423125
783	0.2820264212
784	0.2819909666
785	0.2819574588
786	0.2819167968
787	0.2818902502
788	0.2818519915
789	0.2817992462
790	0.2817606484
791	0.2817264797
792	0.2817112219
793	0.2816798769
794	0.2816670547
795	0.2816506146
796	0.2816115663
797	0.2815956433
798	0.2815777578
799	0.2815438647
800	0.28150704
801	0.2814723695
802	0.2814418264
803	0.2814226888
804	0.281378434
805	0.2813481906
806	0.281324695
807	0.2812933205
808	0.2812598738
809	0.281247369
810	0.2812297306
811	0.2811887311
812	0.2811571521
813	0.2811349074
814	0.2811138218
815	0.2810953402
816	0.2810783841
817	0.2810386903
818	0.2810295124
819	0.2810054931
820	0.2809722
821	0.2809493962
822	0.2809255626
823	0.2809101128
824	0.2808618818
825	0.2808322178
826	0.2808156504
827	0.2807772888
828	0.2807184372
829	0.2806754642
830	0.2806306766
831	0.2805890625
832	0.2805715375
833	0.2805298453
834	0.2805100375
835	0.2804886595
836	0.28047293
837	0.2804574666
838	0.280418694
839	0.2804034865
840	0.2803734099
841	0.2803428833
842	0.2803174948
843	0.2803031837
844	0.2802918284
845	0.2802597568
846	0.2802166344
847	0.2801778968
848	0.280151327
849	0.2801206274
850	0.2800888775
851	0.280036977
852	0.2800185766
853	0.2800050199
854	0.2799657088
855	0.2799526369
856	0.2799381912
857	0.2798981147
858	0.2798676307
859	0.279836918
860	0.279822479
861	0.2797899051
862	0.2797653051
863	0.2797488639
864	0.2797225733
865	0.2796968073
866	0.2796542119
867	0.279641482
868	0.2796282264
869	0.2795847491
870	0.2795779634
871	0.279560273
872	0.2795184035
873	0.2794779415
874	0.2794652941
875	0.2794355204
876	0.2794111628
877	0.2793916129
878	0.2793663573
879	0.2793306025
880	0.2793253463
881	0.2793061606
882	0.2792812919
883	0.2792763005
884	0.2792547364
885	0.2792346198
886	0.2792143998
887	0.2791860177
888	0.2791442638
889	0.2791182762
890	0.2791108352
891	0.2790787947
892	0.2790460429
893	0.279023352
894	0.2790099212
895	0.2789933761
896	0.278962986
897	0.2789270157
898	0.2789172259
899	0.2788923978
900	0.2788625559
901	0.2788371228
902	0.2788072823
903	0.2787705242
904	0.2787498183
905	0.2787235036
906	0.2787078604
907	0.2786578091
908	0.2786369574
909	0.2786032859
910	0.2785857646
911	0.2785499231
912	0.2785306486
913	0.2785088867
914	0.2784528379
915	0.2784119176
916	0.2783713984
917	0.2783454456
918	0.2783217859
919	0.2782775093
920	0.2782629481
921	0.2782464094
922	0.2782007945
923	0.2781740794
924	0.2781370965
925	0.2781014681
926	0.2780691063
927	0.278025584
928	0.2779861244
929	0.2779615414
930	0.2779181958
931	0.2778840801
932	0.2778444032
933	0.277806973
934	0.2777885566
935	0.2777509859
936	0.2777192997
937	0.2776996614
938	0.2776580623
939	0.2776145412
940	0.2775664163
941	0.2775303155
942	0.277496051
943	0.2774775727
944	0.2774288184
945	0.2773715278
946	0.2773284637
947	0.2772876485
948	0.2772704154
949	0.2772549559
950	0.2772403807
951	0.2771756339
952	0.2771390651
953	0.277123075
954	0.2770882534
955	0.2770552967
956	0.2770345249
957	0.2770055539
958	0.2769878211
959	0.2769576627
960	0.2769355187
961	0.2768998503
962	0.2768786148
963	0.2768480689
964	0.2768227867
965	0.2767806261
966	0.276741423
967	0.276719625
968	0.2766957264
969	0.2766642287
970	0.2766256838
971	0.2765760545
972	0.2765597296
973	0.2765174143
974	0.2765070975
975	0.2764859504
976	0.2764441367
977	0.2764151932
978	0.2763998503
979	0.2763820321
980	0.2763677416
981	0.2763393547
982	0.2763038021
983	0.2762978846
984	0.276277431
985	0.2762445783
986	0.2762218899
987	0.276195767
988	0.2761769279
989	0.2761350682
990	0.2761070737
991	0.2760690659
992	0.276061419
993	0.2760444669
994	0.2760026904
995	0.2759907236
996	0.2759485717
997	0.2759380482
998	0.2759103287
999	0.2758890649
1000	0.2758592075
1001	0.2758455821
1002	0.2758090735
1003	0.2757858364
1004	0.2757454575
1005	0.2757167127
1006	0.2756848633
1007	0.2756607269
1008	0.2756245477
1009	0.2756124636
1010	0.2755953092
1011	0.2755708742
1012	0.2755563588
1013	0.2755194852
1014	0.2754785649
1015	0.2754457727
1016	0.2754257786
1017	0.2754109476
1018	0.2753663286
1019	0.2753310415
1020	0.2752943844
1021	0.2752692574
1022	0.2752254385
1023	0.2752129633
1024	0.2751677131
1025	0.2751337222
1026	0.2751133382
1027	0.275071021
1028	0.2750589746
1029	0.2750535352
1030	0.2750316882
1031	0.2750022728
1032	0.274969338
1033	0.2749620313
1034	0.2749107181
1035	0.2748981155
1036	0.2748782705
1037	0.2748469969
1038	0.2748094113
1039	0.2747737443
1040	0.2747693846
1041	0.2747546086
1042	0.2747465607
1043	0.2747129994
1044	0.2746727271
1045	0.2746534293
1046	0.274635699
1047	0.2746236413
1048	0.2746125913
1049	0.2745857224
1050	0.2745758757
1051	0.2745520495
1052	0.274519082
1053	0.2744965753
1054	0.27447969
1055	0.274441036
1056	0.2744214382
1057	0.2743963595
1058	0.2743536549
1059	0.2743195192
1060	0.2742900991
1061	0.2742643604
1062	0.2742285035
1063	0.2742152902
1064	0.2741866681
1065	0.2741739726
1066	0.2741570322
1067	0.274144979
1068	0.2741040017
1069	0.2740900803
1070	0.2740473941
1071	0.2740331236
1072	0.2740216587
1073	0.2739861348
1074	0.2739474938
1075	0.2739350329
1076	0.2738940615
1077	0.2738606849
1078	0.2738385609
1079	0.2738063605
1080	0.2737969734
1081	0.2737641362
1082	0.2737222834
1083	0.2737016627
1084	0.2736904957
1085	0.2736587486
1086	0.2736281064
1087	0.2736139543
1088	0.2735993424
1089	0.2735600816
1090	0.2735423523
1091	0.2734971929
1092	0.2734850071
1093	0.2734602814
1094	0.2734466771
1095	0.2734277677
1096	0.2734120968
1097	0.27339835
1098	0.273386184
1099	0.2733653821
1100	0.2733291611
1101	0.2733043424
1102	0.2732911294
1103	0.2732552906
1104	0.2732364514
1105	0.2732222284
1106	0.273210286
1107	0.2732052826
1108	0.2731703278
1109	0.2731368038
1110	0.2731141344
1111	0.2731018271
1112	0.2730799662
1113	0.2730640784
1114	0.273053088
1115	0.2730398893
1116	0.2730268745
1117	0.273013011
1118	0.2729752522
1119	0.2729343165
1120	0.2728915965
1121	0.272863674
1122	0.2728303767
1123	0.2727892733
1124	0.272751415
1125	0.2727192924
1126	0.2726927056
1127	0.272668313
1128	0.2726554163
1129	0.2726256084
1130	0.2726012889
1131	0.2725802773
1132	0.2725415048
1133	0.2725080879
1134	0.2724742921
1135	0.2724250517
1136	0.2724080833
1137	0.2723678386
1138	0.2723469047
1139	0.2723266461
1140	0.2723035619
1141	0.2722670117
1142	0.2722418663
1143	0.272233388
1144	0.2722165322
1145	0.2721902335
1146	0.2721604902
1147	0.2721487921
1148	0.2721202257
1149	0.2720872125
1150	0.2720649376
1151	0.2720491672
1152	0.2720065029
1153	0.2719798391
1154	0.2719402882
1155	0.2719226946
1156	0.2718915622
1157	0.2718797399
1158	0.2718691105
1159	0.2718384225
1160	0.2718024244
1161	0.271780321
1162	0.2717658426
1163	0.2717385817
1164	0.2717099034
1165	0.2716795647
1166	0.2716588099
1167	0.2716497865
1168	0.2716149009
1169	0.2715991628
1170	0.2715725276
1171	0.271543662
1172	0.2715111577
1173	0.2714998861
1174	0.2714837662
1175	0.2714439984
1176	0.271423563
1177	0.2713930123
1178	0.2713780608
1179	0.2713615276
1180	0.2713298937
1181	0.2712925012
1182	0.271263835
1183	0.2712497714
1184	0.2712311819
1185	0.2712084611
1186	0.271155505
1187	0.271130953
1188	0.2711079227
1189	0.271096446
1190	0.271086259
1191	0.2710554657
1192	0.2710347331
1193	0.2710300161
1194	0.2709973372
1195	0.2709834525
1196	0.2709638479
1197	0.2709379223
1198	0.270909847
1199	0.2708886836
1200	0.2708498934
1201	0.2708221187
1202	0.2708136297
1203	0.2707934242
1204	0.2707773304
1205	0.2707439331
1206	0.2707187036
1207	0.270698339
1208	0.270680642
1209	0.27065091
1210	0.2706289486
1211	0.2706157969
1212	0.2705867404
1213	0.2705627645
1214	0.2705416598
1215	0.2705378908
1216	0.2705234021
1217	0.2704989531
1218	0.2704874999
1219	0.2704722731
1220	0.2704333842
1221	0.2704021383
1222	0.2703960858
1223	0.2703870982
1224	0.2703739564
1225	0.2703625733
1226	0.2703311203
1227	0.2703038419
1228	0.2702635499
1229	0.2702275262
1230	0.270195808
1231	0.2701752666
1232	0.2701465188
1233	0.2701224879
1234	0.2700936151
1235	0.2700656479
1236	0.2700284232
1237	0.2700029526
1238	0.2699887939
1239	0.2699781844
1240	0.2699485724
1241	0.2699325237
1242	0.2699066782
1243	0.2698858326
1244	0.269859745
1245	0.2698374794
1246	0.2698115158
1247	0.2697905531
1248	0.2697626736
1249	0.2697453091
1250	0.2697210487
1251	0.2696820978
1252	0.2696566683
1253	0.2696432912
1254	0.2696112596
1255	0.2695840419
1256	0.2695615217
1257	0.2695312122
1258	0.2695206647
1259	0.2694882917
1260	0.2694748744
1261	0.2694469725
1262	0.2694246891
1263	0.2694163037
1264	0.2693970255
1265	0.2693619602
1266	0.2693092536
1267	0.269287819
1268	0.269255313
1269	0.2692359393
1270	0.2692161294
1271	0.2691843386
1272	0.2691624352
1273	0.2691381129
1274	0.2691027469
1275	0.2690771201
1276	0.2690654295
1277	0.2690224061
1278	0.2689931621
1279	0.2689692736
1280	0.2689383574
1281	0.2689210151
1282	0.2689019104
1283	0.2688813252
1284	0.2688532843
1285	0.2688247962
1286	0.2687839919
1287	0.2687651576
1288	0.2687506993
1289	0.2687078392
1290	0.2686826859
1291	0.2686672542
1292	0.268650211
1293	0.268614563
1294	0.2686023296
1295	0.268560817
1296	0.2685525634
1297	0.2685200377
1298	0.2685086048
1299	0.2684889835
1300	0.2684666685
1301	0.2684536713
1302	0.2684268118
1303	0.2683938214
1304	0.2683812609
1305	0.2683593229
1306	0.2683107067
1307	0.2682758534
1308	0.2682447242
1309	0.2681988635
1310	0.2681927494
1311	0.2681633135
1312	0.2681398719
1313	0.268127882
1314	0.2680932412
1315	0.2680753821
1316	0.2680717606
1317	0.2680646847
1318	0.2680349246
1319	0.2679983943
1320	0.2679685961
1321	0.2679638777
1322	0.26794935
1323	0.2679208479
1324	0.2678942824
1325	0.2678679017
1326	0.2678543566
1327	0.2678284352
1328	0.2677950855
1329	0.2677656047
1330	0.2677381651
1331	0.2677083186
1332	0.2676753803
1333	0.2676534897
1334	0.267596531
1335	0.2675850801
1336	0.2675544283
1337	0.2675440323
1338	0.2675292399
1339	0.2675133471
1340	0.2674835106
1341	0.2674453695
1342	0.2674016368
1343	0.2673882837
1344	0.2673681019
1345	0.2673403672
1346	0.2673060216
1347	0.2672635623
1348	0.2672329239
1349	0.2671893301
1350	0.2671502461
1351	0.2671308918
1352	0.2671043653
1353	0.2670799343
1354	0.2670597355
1355	0.2670465722
1356	0.2670028054
1357	0.266984252
1358	0.2669608944
1359	0.2669321783
1360	0.2669144997
1361	0.2668882437
1362	0.2668779114
1363	0.266847158
1364	0.2668329656
1365	0.2668236211
1366	0.2667806381
1367	0.2667452935
1368	0.2667289474
1369	0.2666992441
1370	0.2666691363
1371	0.2666473075
1372	0.2666020704
1373	0.2665867143
1374	0.2665594917
1375	0.2665451703
1376	0.2665256562
1377	0.2665179181
1378	0.2664871452
1379	0.266473426
1380	0.266459248
1381	0.266444039
1382	0.2664093049
1383	0.2663745101
1384	0.2663603695
1385	0.2663288172
1386	0.2663024467
1387	0.2662770954
1388	0.2662531285
1389	0.2662457432
1390	0.2662122899
1391	0.2661984155
1392	0.2661693883
1393	0.2661485018
1394	0.2661204843
1395	0.2660852543
1396	0.2660574294
1397	0.2660195469
1398	0.265984309
1399	0.2659605134
1400	0.2659293643
1401	0.2658933044
1402	0.265865274
1403	0.2658337705
1404	0.2657856466
1405	0.2657659959
1406	0.2657289187
1407	0.2657064905
1408	0.2656768313
1409	0.2656437976
1410	0.2656219761
1411	0.2656079281
1412	0.2655828813
1413	0.2655606634
1414	0.2655402143
1415	0.2655285005
1416	0.2655033944
1417	0.2654690822
1418	0.265435019
1419	0.2654289351
1420	0.2654100807
1421	0.2653865602
1422	0.2653721284
1423	0.2653674058
1424	0.265349755
1425	0.2653362383
1426	0.2653043123
1427	0.265289087
1428	0.2652608259
1429	0.265239769
1430	0.2652162586
1431	0.2651863463
1432	0.2651477095
1433	0.2651261834
1434	0.2650842356
1435	0.2650623104
1436	0.265034588
1437	0.2650116745
1438	0.2649805044
1439	0.2649623255
1440	0.2649177119
1441	0.2648902605
1442	0.2648637149
1443	0.2648310839
1444	0.2648088798
1445	0.2647891464
1446	0.2647590134
1447	0.2647395581
1448	0.2647296361
1449	0.2646946451
1450	0.2646734488
1451	0.2646489
1452	0.2646377717
1453	0.2646263555
1454	0.2646060979
1455	0.2645804011
1456	0.2645609611
1457	0.2645177788
1458	0.2644952007
1459	0.2644768829
1460	0.2644637621
1461	0.2644512826
1462	0.2644163421
1463	0.2643992102
1464	0.2643704625
1465	0.2643345248
1466	0.2643252805
1467	0.2643105395
1468	0.2642892425
1469	0.2642548009
1470	0.2642325801
1471	0.2642225484
1472	0.2641917107
1473	0.2641857184
1474	0.2641705511
1475	0.2641474609
1476	0.2641239356
1477	0.2640979417
1478	0.2640760186
1479	0.2640470651
1480	0.2640276737
1481	0.2640135983
1482	0.2639880499
1483	0.2639696983
1484	0.2639414273
1485	0.2639054972
1486	0.263867971
1487	0.2638352188
1488	0.2638102736
1489	0.2637764739
1490	0.2637625402
1491	0.2637255201
1492	0.2637189545
1493	0.2637064166
1494	0.263698714
1495	0.2636521584
1496	0.2636310331
1497	0.2636131095
1498	0.2635950762
1499	0.2635693588
