iter	Passed	Remaining
679	28152	33948
680	28186	33898
681	28226	33855
682	28264	33810
683	28303	33765
684	28341	33720
685	28382	33678
686	28431	33645
687	28474	33606
688	28512	33561
689	28549	33514
690	28587	33469
691	28625	33424
692	28663	33378
693	28705	33337
694	28747	33297
695	28796	33264
696	28835	33221
697	28873	33175
698	28911	33130
699	28952	33088
700	28991	33043
701	29030	33000
702	29076	32964
703	29127	32934
704	29165	32888
705	29204	32845
706	29245	32803
707	29283	32758
708	29321	32712
709	29359	32667
710	29400	32625
711	29452	32596
712	29491	32552
713	29529	32507
714	29570	32465
715	29614	32426
716	29655	32385
717	29697	32344
718	29745	32310
719	29791	32273
720	29829	32228
721	29866	32183
722	29905	32138
723	29944	32095
724	29982	32050
725	30021	32006
726	30058	31960
727	30110	31930
728	30150	31887
729	30187	31841
730	30221	31792
731	30254	31742
732	30292	31698
733	30329	31651
734	30369	31608
735	30408	31565
736	30446	31520
737	30486	31477
738	30529	31438
739	30576	31403
740	30615	31359
741	30655	31316
742	30694	31272
743	30734	31230
744	30774	31187
745	30815	31145
746	30858	31105
747	30909	31074
748	30949	31032
749	30987	30987
750	31024	30942
751	31064	30898
752	31107	30860
753	31151	30820
754	31192	30778
755	31231	30735
756	31282	30703
757	31322	30661
758	31360	30616
759	31399	30572
760	31436	30527
761	31474	30483
762	31513	30439
763	31551	30394
764	31600	30361
765	31639	30317
766	31678	30273
767	31717	30231
768	31756	30187
769	31795	30144
770	31835	30101
771	31873	30056
772	31921	30022
773	31965	29983
774	32003	29938
775	32039	29892
776	32077	29848
777	32116	29805
778	32156	29761
779	32194	29718
780	32234	29676
781	32295	29652
782	32330	29605
783	32365	29558
784	32400	29511
785	32445	29473
786	32484	29430
787	32522	29386
788	32562	29343
789	32602	29300
790	32639	29255
791	32678	29212
792	32729	29180
793	32773	29141
794	32813	29098
795	32856	29058
796	32904	29023
797	32955	28990
798	32992	28945
799	33037	28907
800	33086	28873
801	33127	28831
802	33171	28792
803	33212	28750
804	33250	28707
805	33289	28663
806	33329	28621
807	33372	28581
808	33423	28548
809	33464	28506
810	33506	28466
811	33548	28425
812	33589	28384
813	33634	28345
814	33674	28303
815	33727	28271
816	33772	28233
817	33822	28199
818	33872	28165
819	33921	28130
820	33974	28098
821	34022	28062
822	34079	28033
823	34132	28001
824	34183	27968
825	34239	27938
826	34290	27905
827	34345	27874
828	34399	27843
829	34457	27815
830	34499	27773
831	34532	27725
832	34566	27678
833	34600	27630
834	34639	27587
835	34677	27543
836	34719	27501
837	34758	27458
838	34801	27418
839	34840	27374
840	34903	27349
841	34947	27310
842	34987	27268
843	35024	27223
844	35063	27179
845	35102	27135
846	35151	27100
847	35200	27064
848	35243	27023
849	35284	26982
850	35322	26938
851	35361	26894
852	35399	26850
853	35436	26805
854	35475	26762
855	35520	26723
856	35565	26684
857	35602	26639
858	35639	26595
859	35678	26551
860	35717	26508
861	35756	26464
862	35793	26420
863	35843	26384
864	35883	26342
865	35922	26298
866	35960	26254
867	35998	26210
868	36035	26165
869	36075	26123
870	36119	26084
871	36177	26054
872	36226	26018
873	36265	25975
874	36310	25936
875	36349	25892
876	36386	25847
877	36423	25803
878	36460	25758
879	36500	25715
880	36545	25677
881	36589	25637
882	36626	25593
883	36659	25545
884	36695	25500
885	36734	25457
886	36827	25451
887	36868	25409
888	36907	25366
889	36948	25324
890	37008	25295
891	37047	25252
892	37095	25215
893	37133	25170
894	37171	25126
895	37212	25085
896	37253	25043
897	37297	25003
898	37347	24967
899	37387	24925
900	37425	24880
901	37462	24836
902	37501	24793
903	37541	24750
904	37580	24707
905	37629	24671
906	37678	24634
907	37717	24591
908	37761	24551
909	37801	24508
910	37840	24465
911	37881	24423
912	37919	24380
913	37962	24339
914	38016	24305
915	38056	24262
916	38099	24222
917	38137	24178
918	38179	24137
919	38216	24093
920	38258	24051
921	38297	24008
922	38348	23972
923	38390	23931
924	38427	23887
925	38465	23843
926	38503	23799
927	38543	23757
928	38581	23713
929	38629	23676
930	38675	23637
931	38714	23594
932	38757	23553
933	38791	23507
934	38825	23461
935	38865	23418
936	38904	23375
937	38941	23331
938	38982	23289
939	39033	23253
940	39076	23213
941	39117	23171
942	39159	23130
943	39198	23087
944	39238	23044
945	39278	23002
946	39317	22959
947	39364	22921
948	39410	22882
949	39449	22839
950	39490	22797
951	39529	22754
952	39576	22716
953	39620	22675
954	39658	22632
955	39696	22588
956	39753	22556
957	39793	22513
958	39835	22472
959	39874	22429
960	39914	22387
961	39952	22343
962	39991	22300
963	40030	22257
964	40071	22216
965	40118	22177
966	40156	22133
967	40193	22090
968	40235	22048
969	40275	22006
970	40316	21964
971	40357	21922
972	40395	21879
973	40444	21841
974	40491	21803
975	40533	21762
976	40572	21718
977	40610	21675
978	40650	21633
979	40688	21589
980	40727	21547
981	40775	21509
982	40823	21470
983	40860	21427
984	40895	21381
985	40928	21336
986	40965	21292
987	41006	21250
988	41045	21207
989	41085	21165
990	41124	21122
991	41162	21079
992	41208	21039
993	41255	21001
994	41293	20957
995	41338	20918
996	41377	20875
997	41415	20832
998	41454	20789
999	41495	20747
1000	41547	20711
1001	41589	20670
1002	41628	20627
1003	41665	20583
1004	41702	20540
1005	41747	20500
1006	41785	20456
1007	41824	20414
1008	41866	20373
1009	41919	20337
1010	41960	20295
1011	41996	20251
1012	42035	20208
1013	42072	20164
1014	42112	20122
1015	42150	20079
1016	42191	20037
1017	42240	20000
1018	42280	19957
1019	42322	19916
1020	42365	19875
1021	42402	19832
1022	42440	19789
1023	42477	19745
1024	42516	19702
1025	42571	19667
1026	42612	19625
1027	42652	19583
1028	42693	19541
1029	42730	19498
1030	42770	19456
1031	42809	19413
1032	42855	19374
1033	42903	19335
1034	42943	19293
1035	42982	19250
1036	43017	19206
1037	43051	19161
1038	43090	19119
1039	43129	19076
1040	43167	19033
1041	43205	18990
1042	43242	18946
1043	43282	18904
1044	43334	18868
1045	43375	18826
1046	43413	18783
1047	43451	18740
1048	43490	18698
1049	43530	18655
1050	43569	18613
1051	43607	18570
1052	43659	18533
1053	43702	18492
1054	43744	18451
1055	43782	18408
1056	43822	18366
1057	43863	18324
1058	43901	18282
1059	43942	18240
1060	43984	18199
1061	44037	18162
1062	44080	18121
1063	44119	18079
1064	44156	18035
1065	44194	17993
1066	44232	17950
1067	44269	17906
1068	44309	17864
1069	44363	17828
1070	44401	17785
1071	44439	17742
1072	44477	17699
1073	44515	17656
1074	44553	17614
1075	44593	17572
1076	44644	17534
1077	44684	17492
1078	44723	17450
1079	44761	17407
1080	44798	17364
1081	44841	17323
1082	44878	17280
1083	44916	17237
1084	44960	17196
1085	45007	17157
1086	45045	17114
1087	45081	17071
1088	45115	17026
1089	45148	16982
1090	45187	16940
1091	45226	16897
1092	45265	16855
1093	45304	16813
1094	45344	16771
1095	45385	16729
1096	45435	16691
1097	45477	16650
1098	45513	16607
1099	45554	16565
1100	45591	16522
1101	45629	16479
1102	45666	16436
1103	45719	16399
1104	45775	16363
1105	45814	16320
1106	45852	16278
1107	45891	16235
1108	45931	16194
1109	45971	16152
1110	46008	16109
1111	46049	16067
1112	46096	16028
1113	46137	15986
1114	46181	15946
1115	46223	15904
1116	46261	15862
1117	46302	15820
1118	46350	15781
1119	46398	15742
1120	46443	15702
1121	46482	15659
1122	46520	15617
1123	46559	15575
1124	46599	15533
1125	46639	15491
1126	46678	15449
1127	46722	15408
1128	46767	15368
1129	46806	15325
1130	46843	15283
1131	46880	15240
1132	46919	15198
1133	46957	15155
1134	46995	15113
1135	47032	15070
1136	47070	15027
1137	47120	14989
1138	47162	14947
1139	47197	14904
1140	47231	14860
1141	47265	14817
1142	47305	14775
1143	47349	14734
1144	47392	14693
1145	47435	14652
1146	47472	14610
1147	47513	14568
1148	47554	14527
1149	47610	14490
1150	47653	14449
1151	47693	14407
1152	47733	14365
1153	47775	14324
1154	47814	14282
1155	47856	14241
1156	47896	14199
1157	47962	14165
1158	48002	14123
1159	48040	14080
1160	48081	14039
1161	48119	13996
1162	48158	13954
1163	48197	13912
1164	48238	13871
1165	48289	13832
1166	48330	13790
1167	48368	13748
1168	48407	13706
1169	48446	13664
1170	48484	13621
1171	48524	13580
1172	48573	13540
1173	48623	13501
1174	48660	13459
1175	48697	13416
1176	48737	13374
1177	48776	13332
1178	48815	13290
1179	48854	13248
1180	48906	13210
1181	48950	13169
1182	48996	13129
1183	49043	13089
1184	49083	13047
1185	49120	13004
1186	49158	12962
1187	49200	12921
1188	49252	12882
1189	49295	12841
1190	49333	12799
1191	49368	12756
1192	49404	12713
1193	49439	12670
1194	49485	12630
1195	49527	12589
1196	49565	12546
1197	49603	12504
1198	49645	12463
1199	49697	12424
1200	49742	12383
1201	49780	12341
1202	49819	12299
1203	49859	12257
1204	49896	12215
1205	49934	12173
1206	49977	12132
1207	50023	12091
1208	50064	12050
1209	50106	12008
1210	50143	11966
1211	50182	11924
1212	50223	11883
1213	50267	11842
1214	50313	11801
1215	50363	11762
1216	50403	11720
1217	50442	11678
1218	50481	11636
1219	50519	11594
1220	50557	11552
1221	50596	11510
1222	50647	11471
1223	50688	11429
1224	50733	11389
1225	50772	11347
1226	50811	11305
1227	50850	11263
1228	50892	11222
1229	50935	11181
1230	50973	11138
1231	51025	11099
1232	51064	11057
1233	51103	11015
1234	51143	10974
1235	51181	10931
1236	51220	10890
1237	51265	10849
1238	51306	10807
1239	51360	10769
1240	51400	10727
1241	51440	10685
1242	51483	10644
1243	51518	10601
1244	51552	10558
1245	51586	10516
1246	51630	10475
1247	51672	10433
1248	51709	10391
1249	51747	10349
1250	51787	10307
1251	51840	10268
1252	51880	10226
1253	51917	10184
1254	51955	10142
1255	51992	10100
1256	52030	10058
1257	52073	10017
1258	52115	9975
1259	52165	9936
1260	52205	9894
1261	52244	9852
1262	52283	9810
1263	52323	9769
1264	52361	9727
1265	52403	9685
1266	52444	9644
1267	52490	9604
1268	52538	9563
1269	52576	9521
1270	52614	9479
1271	52655	9438
1272	52697	9396
1273	52735	9354
1274	52776	9313
1275	52829	9274
1276	52870	9232
1277	52910	9190
1278	52948	9148
1279	52990	9107
1280	53029	9065
1281	53068	9024
1282	53106	8982
1283	53157	8942
1284	53199	8901
1285	53237	8859
1286	53275	8817
1287	53312	8774
1288	53349	8732
1289	53386	8690
1290	53424	8648
1291	53470	8608
1292	53527	8569
1293	53569	8528
1294	53608	8486
1295	53641	8443
1296	53675	8401
1297	53712	8358
1298	53750	8317
1299	53789	8275
1300	53827	8233
1301	53869	8192
1302	53920	8152
1303	53960	8110
1304	53997	8068
1305	54036	8026
1306	54075	7985
1307	54113	7943
1308	54152	7901
1309	54191	7859
1310	54229	7817
1311	54283	7778
1312	54328	7737
1313	54367	7695
1314	54405	7653
1315	54443	7612
1316	54482	7570
1317	54522	7528
1318	54571	7488
1319	54611	7446
1320	54649	7405
1321	54686	7363
1322	54726	7321
1323	54764	7279
1324	54801	7237
1325	54844	7196
1326	54893	7156
1327	54942	7116
1328	54980	7074
1329	55020	7032
1330	55057	6990
1331	55096	6949
1332	55134	6907
1333	55173	6865
1334	55218	6824
1335	55263	6783
1336	55302	6742
1337	55340	6700
1338	55379	6658
1339	55416	6616
1340	55455	6575
1341	55493	6533
1342	55533	6492
1343	55580	6451
1344	55621	6409
1345	55658	6368
1346	55699	6326
1347	55737	6284
1348	55772	6242
1349	55807	6200
1350	55847	6159
1351	55886	6117
1352	55926	6076
1353	55965	6034
1354	56017	5994
1355	56055	5952
1356	56095	5911
1357	56134	5869
1358	56172	5828
1359	56213	5786
1360	56251	5744
1361	56289	5703
1362	56353	5664
1363	56393	5622
1364	56432	5581
1365	56469	5539
1366	56507	5497
1367	56549	5456
1368	56588	5414
1369	56627	5373
1370	56691	5334
1371	56730	5292
1372	56769	5251
1373	56810	5209
1374	56850	5168
1375	56888	5126
1376	56928	5085
1377	56976	5044
1378	57019	5003
1379	57056	4961
1380	57094	4919
1381	57136	4878
1382	57175	4836
1383	57216	4795
1384	57255	4754
1385	57320	4714
1386	57362	4673
1387	57403	4631
1388	57442	4590
1389	57484	4549
1390	57523	4507
1391	57566	4466
1392	57613	4425
1393	57666	4384
1394	57703	4343
1395	57741	4301
1396	57777	4259
1397	57815	4218
1398	57854	4176
1399	57887	4134
1400	57921	4092
1401	57960	4051
1402	58000	4010
1403	58043	3968
1404	58097	3928
1405	58137	3886
1406	58176	3845
1407	58213	3803
1408	58252	3762
1409	58291	3720
1410	58329	3679
1411	58371	3637
1412	58421	3597
1413	58461	3555
1414	58501	3514
1415	58538	3472
1416	58576	3431
1417	58616	3389
1418	58656	3348
1419	58702	3307
1420	58747	3266
1421	58786	3224
1422	58824	3183
1423	58863	3141
1424	58904	3100
1425	58945	3058
1426	58985	3017
1427	59035	2976
1428	59077	2935
1429	59119	2893
1430	59157	2852
1431	59196	2811
1432	59236	2769
1433	59276	2728
1434	59314	2686
1435	59365	2645
1436	59406	2604
1437	59445	2563
1438	59482	2521
1439	59523	2480
1440	59563	2438
1441	59601	2397
1442	59646	2356
1443	59693	2314
1444	59731	2273
1445	59769	2232
1446	59806	2190
1447	59845	2149
1448	59882	2107
1449	59920	2066
1450	59953	2024
1451	59987	1983
1452	60021	1941
1453	60075	1900
1454	60120	1859
1455	60164	1818
1456	60215	1777
1457	60259	1735
1458	60305	1694
1459	60351	1653
1460	60403	1612
1461	60444	1571
1462	60485	1529
1463	60532	1488
1464	60577	1447
1465	60622	1405
1466	60660	1364
1467	60696	1323
1468	60749	1281
1469	60788	1240
1470	60831	1199
1471	60873	1157
1472	60920	1116
1473	60957	1075
1474	60996	1033
1475	61044	992
1476	61089	951
1477	61128	909
1478	61169	868
1479	61210	827
1480	61253	785
1481	61295	744
1482	61333	703
1483	61380	661
1484	61422	620
1485	61461	579
1486	61502	537
1487	61542	496
1488	61581	454
1489	61621	413
1490	61663	372
1491	61718	330
1492	61760	289
1493	61799	248
1494	61842	206
1495	61889	165
1496	61934	124
1497	61979	82
1498	62016	41
1499	62053	0
